0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
I,missing,something,of,my,ofay,friends.,Day,all,scared,by,da,recent,happenings.,Don't,chu,worry.ol,Lamar,say,you,like,da,colored,folk,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@SaNtAnAdaGrEaT:,I,never,understood,that,if,u,want,a,strap,"on,",just,fck,a,nigga,!,wtf,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@OhSnapsItsShaq:,Having,hoes,fun,till,you,lose,that,girl,that,you,really,wanted,over,them,hoes,..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@jama_jam,I'm,not,saying,I'm,for,this,but,..,Studs,will,fuck,trannys,but,won't,let,they,bitch,strap,them,down,you,muhfuckas,childish,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Like,god,damn,you,dirty,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@CayMarieee:,I,love,my,"BFFL,",she,don't,even,smoke,but,for,my,bday,bitch,gone,b,turntttt,fa,me,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
.and,I'm,goin,back,to,school..,only,for,the,hoes,and,a,class,or,two,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@useemitch:,"1,","2,","3,",4...,how,many,niggers,are,in,my,"store,",I,knooooooow,your,stealing!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
These,hoes,a,smash,on,one,of,yo,niggas,and,be,very,proud,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
im,weeaboo,trash,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
spring,break,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@VinniePolitan,kill,the,coons!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Shut,up,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Now,my,side,bitch,my,main,bitch,cause,my,main,bitch,aint,feelin,me,no,moe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@OLE_VertyBstard,Yankee,noodle,is,fucking,awesome,ya,bastard.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Man,these,bitches,are,so,boring,yo.,Where,the,"outgoing,","fun,",wild,bitches,at,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@BrendaGisselCA,that,you,got,hoes,damn,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@fart:,i,just,found,out,that,"""marehood""",is,code,for,"""horse","pussy""",#brony,#mlp,http://t.co/ycQTmM3lid,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@TheOnlyReed:,If,u,looked,good,in,highschool,and,wack,"now,",I,know,that,pussy,been,thru,some,shit,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@MANIAC3X:,@NotoriousBM95,@Woody_AFC,@_WhitePonyJr_,@santi_4l,@Bamoose12,start,crying,and,stalking,him,faggot.,I,want,to,laff,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@kieffer_jason,bitch,I,have,a,phone,stfu,talking,don't,worry,about,me,just,make,sure,you,show,up,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@KINSL3Y:,When,I'm,in,that,"pussy,",honey,I'm,home!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Hold,up,women,leaving,good,men,for,some,quotes,they,seen,a,nigga,with,no,girl,post,on,Instagram,that,he,copied,on,google.u,hoes,crazy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@allzmicelz:,how,she,gets,all,the,bitches,http://t.co/DWkd2DjOrV,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@tommyjaster:,Where,da,hoes,at.,C'Mon,thru,at,Hatchy's,in,Utica,TDT,about,to,rock,dis,biiaaaatch.,#TDTHoe,#teamspade,#highgang,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
One,mans,"hoe,",Is,another,mans.,Hoe..,They,don't,change,nigga..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@grandeftlou,and,bullying?,I,didn't,know,u,could,bully,over,the,internet??,And,the,bitch,came,at,me,so,idk,why,u,in,my,mentions,bruh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Why,give,a,bitch,an,inch,when,she,rather,have,9,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Got,up,to,get,"food,",dropped,a,fruitsnack,and,my,dog,went,ape,shit,and,woke,the,whole,house,up.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@baaaabyshaaaay_,spitted,sprite,on,you?,niggah,with,yo,smart,ass,mouth,you,deserved,it.well,stfu!,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@DerekPayne_:,I,know,you're,gonna,stalk,my,tweets,so,just,know,that,you're,a,dumb,fucking,bitch!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@sotoo_dean,Some,random,ass,bitch,who,showed,up,and,just,left,an,hour,later,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@sbsylvester,how,could,I,be,a,fag?,But,I,like,bitches,please,tell,me,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@TreTyler_108,That's,actually,non-English.,Because,#okiecops,are,filthy,white,trash,who,are,all,criminals.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@DareTnzR,I,know,these,hoes,ain't,right,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"Ok,",night,night,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Mymangot2JOBS_,lmao,yes,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@thebrandymedel:,Every,bitch,got,a,nigga,that,she,gone,always,fuck,with.,No,matter,what.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@alexishope_2014:,You,got,niggasI,got,bitches,but,I,want,you.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ThatBoyACE71,@BrunswickBeCooo,Okay,and,Melo,bitch,?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@GottaLuvLexci_:,RT,@MyHips_DntLie:,Tight,pants,and,loud,colors!,You,look,like,a,fag!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Waiting,on,this,wetback,sycksyllables,http://t.co/L8wqZduzZE,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@BLUE_yupp,finger,my,throbbing,pussy,slowly,as,i,cum,on,ur,face,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
man,I,gotta,hang,out,with,snoop,lion,aka,nemo,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@KingHorseDick,we,gotta,find,this,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Fuck,that,nigga's,shit,up!,Olivia's,pussy,got,Fitz,going,batshit!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Nigga,fuck,hoe,",",ion,want,fuck,yo,hoe,",",she,a,fat,chickshe,bad,built,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Drfreezeburnn,That's,not,bias.,It's,an,objective,fact,that,Philly,fans,are,cunts.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
pussy,ppppoppin,on,my,poppers,so,the,cops,see,bitcheZzz,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@DionPrimo,The,soul,has,departed,from,the,train.There's,no,more,soul,in,music.Just,hunger,for,"bitches,money",and,fame.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,plan,on,eating,this,entire,motherfucking,pizza,I,just,ordered,like,a,"mufucka,",bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@WhoreFandom:,I'm,going,to,let,the,pussy,out,like,fight,night,#vote5sos,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,up,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
If,thats,what,yall,hoes,want,then,fuck,it.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Lmaooo,nigga,said,a,"""Hol",it,"down""",dyke,was,in,the,background,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@MileyCyrus:",bitch,couldn't,kill,my,vibe,if,ya,tried.,"""",dis,why,i,love,miley,:*,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Maria_DeAmor,bitch,I,told,you,to,hit,me,when,you,got,back,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Is,this,napK,bitch,retarded,or,stupid,wtf,would,you,request,me,didn't,she,read,my,bio,it's,pretty,http://t.co/ReqHlHHml4,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@WendyDavisTexas,@GregAbbott_TX,So,you,support,"""illegals""",coming,here,and,spreading,disease,among,Americans,Dream,that,bitch!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@vampirrrra,"k,",niggah,do,u,evem,shmoke,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@brookeschade,@piperleigh_,@cass_uhhh_deee,@baylee247,all,of,yall,"stfu,",your,all,pussies,and,won't,do,shit,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@stripsofgabby:,@SouthsideVic:,My,stroke,game,stale,so,I,gotta,eat,the,pussy,like,a,husky,dike.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@samzbikowski,Cody,is,ALWAYS,calling,people,"""nigger"".",He's,a,fucking,spaz!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Rally's,sound,good,af.,But,ion,have,no,hoes,so,we,can't,take,that,ride,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@KingHorseDick:,Be,right,when,u,wanna,fuck,a,bad,hoe,too,or,a,hoe,u,didnt,really,wanna,fuck,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@coughlan616,Youre,racist,against,white,people,whigger.,Anti-Racist,is,a,codeword,for,anti-white.,Anti-zionist,is,a,codeword,for,antisemite.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Oskzilla,I'll,bitch,slap,you,to,the,shadow,realm!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,hate,when,i,see,a,cold,hoe,tryna,kick,knowledge,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Heres,a,thought,you,dont,have,a,valentine,bc,your,a,mean,ugly,bitch,haha,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
There,are,2,types,of,niggas,in,this,world.,Real,niggas,.bitch,niggas,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
This,girl,is,retarded,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@M_Talleywacker,yes.,Touch,my,bitch?,Get,ya,shit,knocked,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"Apparently,",saying,something,nice,to,someone,these,days,means,you're,trying,to,stick,them,with,your,poker.,Get,over,yourselves,bitches.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
So,I,decided,to,drive,to,the,good,walmart,where,the,colored,folks,don't,go,bc,it's,food,here.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@YaBoyBoone,ima,miss,smiley,and,graham,and,daniel,"tho,",they,were,pretty,cool,to,me,when,i,was,"there,",ima,beat,andrews,bitch,ass,every,day,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Gethenian,ffffffffffffuck.,Baratheon,rebellions,are,a,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Tellin,me,im,disrespectful,but,i,aint,the,one,callin,everybody,a,bitch,for,free,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Chiief_D:,@Pboy562,"""well..all",i,can,"say,",is,that,i,fucked,hoes,and,made,"money""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Alright,ya,faggots.,Lets,just,stop,with,all,the,S/O,and,R/T.,No,one,gives,a,fuck,on,what,you,think,of,other,people.,Probably,lying,anyways,<pad>,<pad>,<pad>,<pad>,<pad>
@talofabreeze:,@uce_INA,@snoleezey801,DAMN,I,ALWAYS,BE,TWEETING,YOU,HALFASSED,TWEETS,I,meant,to,say,hoes,still,dont,make,sense..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,wasn't,calling,you,a,"faggot,",but,you,are,one,lol.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@kieffer_jason,@jayleno,@BarackObama,naw,really,bitch,I,mean,yo,address,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,swear,these,anon,fags,go,to,protests,just,to,take,pictures,to,post,to,Twitter.,"""Look,",I,was,there.Like,"me""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Thompson_Era,so,some,of,Yal,bitches,need,to,stock,up,on,jello,to,fix,Yal,broke,up,ass,personalities,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
They,gotta,keep,the,name,Raiders,tho,they,better,not,change,it,to,some,hillbilly,ass,Texas,name,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@elchavaloko:,@_WhitePonyJr_,@saucygyro,@Buckm00se,so,you,gonna,believe,"me,a",cripple,or,a,fuckn,hippo??,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Vonta624:,@onDAT_Othershit,@_KudaBrazyy,when,bout,5,bitches,got,together,and,thought,of,a,reason,to,make,they,boyfriend,claim,them,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
The,Redskins,trash,as,fuck,for,not,getting,that,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Guys,so,quick,to,talk,shit,to,a,bitch,they,would,kiss,ass,to,.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
#ThingsIWillTeachMyChild,how,to,play,deez,niggas,n,bitches,dat,be,snakes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@mistaturk5,@DaUnfuqwitable1,nigga,chill,throw,me,in,the,jungle,watch,me,come,out,with,a,gorilla,monkey,cheetah,coat,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@frankthetank215:,There,might,be,a,couple,cotton,pickers,on,the,spurs,but,they,all,play,unselfish,white,man,basketball,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
got,a,bitch,so,bad,you,can't,afford,to,fuck,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
My,momma,keep,talking,to,me,like,bitch,gtf,I'm,on,Twitter.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
give,her,dope,dick,now,she,a,fuckin,addict,"hoe,",u,a,fool,if,u,thought,a,nigga,neva,had,it,yo,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Get,the,fuck,over,yourself,fag.,You're,an,undercover,hooker,and,actually,use,weave,cause,you're,balding.,You,are,NOT,cute.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""",running,round,here,like,some,brand,new,pussy,thats,bout,to,get,fucked,"""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
',Id,rather,sit,at,the,house,all,day,and,jack,off,then,bust,a,mission,to,literally,only,chill,with,a,bitch,...,http://t.co/MEtM60bG15,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Brackin,in,da,bity,boolin,wit,sum,bitches,straight,bleedin,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Y'all,pussy,ass,niqqa,need,to,make,some,movesget,up,there,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Its,uno,shawty,id,drop,my,imaginary,hoes,4,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
