0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
RT,@bruhlmaoo:,When,bae,sings,"""it",ain't,nothin,to,cut,that,bitch,"off""",with,too,much,enthusiasm,http://t.co/2rwY1h0D0F,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@illbreatheyouin,happy,birthday,faggot.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ShawnieceQB,i,remember,a,time,when,Hilfiger,wus,seen,as,being,above,Polo.until,he,said,he,aint,wan,niggers,wearing,his,ish.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
These,smoking,commercials,be,blowing,me.,Like,bitch,it's,yo,fault,yo,child,was,premature,shouldn't,have,been,smoking,while,you,was,pregnant,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ghostattics:,"""what",can,banks,do,to,show,engagement,with,the,queer,"community?""","""HIRE",TRANS,"WOMEN""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@wisdom_spewed:,"No,",you,stupid,"redneck,","""Animal","Husbandry""",does,NOT,mean,you,can,get,hitched,to,your,blue,tick,"hound,",Misty.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@mitch77c:,Whatchu,know,bout,livin,in,the,"ghetto,",eating,cottage,cheese,3,times,a,day.,Lil,salt,Lil,peppa,lil,"A1,",Lil,barbeeequeee,@Ueon,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@RihannaHasAids,I,knew,farquaad,a,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
the,bitch,loudly,cheering,for,the,netherlands,at,rosa,mexicano,does,not,seem,to,value,her,life,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Bidenshairplugs:,Anybody,who,trashes,their,own,neighborhood,after,a,perceived,injustice,is,a,fucking,moron.,#Ferguson,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Stfu_NobodyCare:,bird,fucking,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Bossd,up,on,my,old,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@karlieu123,oh,no,no,no.,You're,perpetually,in,the,15%.,Your,hairy,pussy,tho..,Different,story.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@_fckwhatyathink:,@uce_INA,Shi.now,I,don't,wanna,rant,b/c,my,first,impression,would,be,that,i'm,a,such,a,bitch,lmao.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Sure,wish,my,nose,would,stop,dripping...this,sick,shit,is,for,the,birds,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
The,way,I,see,it..,you,bitches,are,fake,by,affiliation,..!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@DS_Arrogance:,Hahaha,these,niggas,funny,askRT@1BookieG:,@DS_Arrogance,@HG_Shit,I,bet,I,can,pull,at,lease,3,bitches,with,them,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Italian_Montana:,@arosati96:,The,bromance,between,pat,and,ant,is,real,fuck,that,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
',I,will,never,date,a,female,with,another,niggah,name,on,her,lol,.,Wtf,.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Rob215__,@thereal_2raw,on,god,my,bitch,bad,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ZitlalyL:,@Vic_Manzan0:,My,dog,is,gonna,be,a,bitch,magnet,for,sure,no,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@jama_jam:,You,gotta,be,straight,forward,with,hoes,.,Tell,them,what,you,want,from,jump,.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@HuhWhatsACondom:,Fam.,@SuLuNatDigga:,You,a,faggot,for,kicking,a,field,goal,RT,@DeionGottaSTFU:,just,got,beat,44,to,3,in,"Madden""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@JawShoeeAhhh,@FabianMleal,shut,up,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Profesional,sports,are,only,enjoyed,by,white,trash.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Taught,ma,lil,niggah,how,to,treat,a,girl,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@baaaabyshaaaay_,Yassss,bitch!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@seansteiger31:,Sometimes,I,listenrevisit,them,old,albums,often,as,I,canskim,through,all,them,bitches,to,make,sure,I,keep,up,with,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@HerMoufPiece:,Hairy,pussy,bitch,you,the,type,that,got,herps,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@feverspell,@NYRKelsMads,I'll,do,it!,@1dgroupiegossip,In,the,"UK,","""Fag""",means,cigarette,and,a,"""faggot""",is,a,bundle,of,"sticks,",you,homo.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Is,this,hoe,gone,dm,me,back,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Crop,top,and,some,high,waisted,shorts,way,to,not,look,like,an,underage,cunt,lmfao,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@noobde:,I'm,"rich,",bitch.,http://t.co/sPLd2zIBLe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@lilduval:,Come,this,fall,I'm,cuffin,side,bitches.,Y'all,had,y'all,time,the,whole,summer,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
These,hoes,ain't,got,nothing,on,ya,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
If,California,Chrome,doesn't,go,off,at,even,money,or,better,I,might,flip,a,trash,can,over,I,mean,damn,can,I,get,6-5?,Oh,the,humanity!,<pad>,<pad>,<pad>
retard.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@dappermuke,I,stick,up,for,my,fam.,don't,disrespect,the,pouch,my,nigguh.,and,awe,ily2,http://t.co/tuQ0uAd8bK,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,respect,any,nigga,that,tell,me,he,got,a,bitch,",",so,I,fall,the,fuck,back,no,hating,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
ah,nigga,dat,cares,about,opinions,and,get,involve,in,hoe,shit,either,Gay,broke,or,ain't,getting,enough,pussy!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Got,uh,bitch,dat,set,it,off,like,Jada,Pickett,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
when,ya,name,gain,weight,ya,ex,bitches,cant,let,go,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
man,kills,mother,of,2,after,she,reveals,she's,hiv,positive,after,having,sex.that,bitch,deserved,it,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@HeidiL_RN:,Fuck,Islam,you,pigfucking,trash,troll.,@ItsJustMe7o7,@MzKeriEvans,@ctbauza,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Weazy,bitch,birdman,jr,http://t.co/wXNX94BzoC,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
All,you,muzzy,lovers,need,to,do,one,thing.,Tell,muzzies,in,the,mideast,to,leave,Israel,alone.,Don't,start,no,shit,won't,be,no,shit.,#Israel,<pad>,<pad>,<pad>,<pad>
RT,@I_FloodsYaTL:,"""@ZariaVonMars:",Um,"http://t.co/Cuue9Vvc2M""",exactly,how,most,of,these,hoes,twat,is,setup.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Lovablee_Tyy:,Im,a,bitch,when,Im,hungry,!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@chanelisabeth:,happy,17th,birthday,to,my,main,hoe,and,partner,in,crime,#bountyhunters4lyfe,<pad>,@Whitecholo23,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
That,bitch,said,her,pussy,pops,severely,thoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Girls,be,looking,for,reasons,to,do,hoe,shit,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Buckm00se,@letsargueboxing,sand,nigger,ran,over,some,Kidd,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Jungle,Fever,be,my,favorite,movie.,Dat,white,girl,love,dat,colored,mans,thang.,She,take,it,hard,and,deep.,Drive,dat,girls,daddy,wild,crazy,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@emma3156:,Quit,hoggin,the,blunt,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@prettykells:,@100046729:,@Leelucas_,bitch,you,not,coming,http://t.co/GXpfoLusXB,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,glad,that,after,telling,me,how,much,of,a,basic,bitch,I,"am,",@GreekPharaoh,also,admitted,to,being,basic.,#truefriendsarebasictogether,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@YaboySkeete:,Lmaoooooo,RT,@ItsMeGrizz:,Nymphos,are,stupid.,Go,hose,your,pussy,down,you,weird,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
If,she,a,hoe,I'm,a,hoe.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Life,aint,shit,but,bitches,and,money,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Its,a,"problem,",bitch,ya,better,follow,me..,I,give,ya,this,dick,you,then,won,the,lottery...,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@JimNorton:,There,is,a,GIFT,SHOP,at,the,9-11,museum?,And,they,charge,admission.,It's,a,mass,grave,you,fucking,cunts.,What,a,disgrace.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@dnumberbefore2:,Congrats,to,kim,k,.this,a,great,day,for,hoes,everywhere,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@The_HelenKeller:,baddest,blind,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
add,me,on,snapchat,bitches,@,erinblair,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
It's,really,a,bitch,when,you're,trying,to,make,a,difference,to,someone,"else,",and,they,intentionally,make,a,point,to,make,you,feel,like,shit.,<pad>,<pad>,<pad>,<pad>,<pad>
I,need,some,new,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
in,real,life,and,online,I,follow,that.,sorry,folks,but,just,cause,I,look,like,a,border,hopper,don't,mean,I,am,one.,born,and,raised,here,<pad>,<pad>,<pad>
RT,@jezzzz_:,@Ginga_Snaps13:,@jezzzz_,@ShitPussiesSay,Jessica,I'm,not,afraid,to,slit,your,throat,tomorrow,@RitenourSchools,@BarackObama,@,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@LameAssNerd,do,it,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Kittykins_x:,Tacos,over,hoes.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
These,hoes,they,loving,the,crewwww,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@cameron_ast,@lanahudsonnn,are,u,fucking,still,talking,bitch,I,wanna,see,that,I,don't,give,a,fuck,about,your,ugly,ass,girlfriend,son,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Christian_ESEM,you,don't,know,what,your,talking,about,retarded,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@TheOnlyBDavey,them,bitches,uggo,as,fuck,too,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@iKayKing:,Things,hoes,say.,https://t.co/i9zs1OUd0I,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
gotta,clear,ya,throat,of,all,that,pussy,eh.,RT,@johnlacarbiere:,My,voice,is,the,deepest,in,the,morning,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@SteveWorks4You,..how,much,knob,do,you,gobble,in,one,day?,Youre,in,over,your,head.,What,a,blockhead,you,are.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@RIPvuhsace:,I,hate,taking,a,shit,at,public,places,bc,i,feel,like,a,faggot,when,im,placing,the,toilet,paper,on,the,toilet,seat,<pad>,<pad>,<pad>,<pad>,<pad>
I,didnt,go,to,school,here,RT,@LmaoAtDoseHoes:,Arizona,full,of,ugly,hoes,RT,@t,All,my,crushes,ended,up,ugly,after,high,school,damn,shame,<pad>,<pad>,<pad>,<pad>,<pad>
She,wanna,talk,shit..,but,then,have,a,friendship,..,fuck,you,bitch,and,I,hope,u,offended,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@TheRealCVL,and,@CoryHolmes24,are,faggots.,Kbye.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Twice,divorced,teabagger,Florida,Attorney,General,says,marriage,is,reserved,for,"'stable,",enduring,family,units',http://t.co/9ZWr3O33iu,#wtf,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@_reathie:,"""@1inkkofrosess:",Any,bitch,that,has,ever,had,a,"""problem""",with,me,ain't,checked,shit,but,my,twitter,"""NBS",!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Drake,was,singing,that,shit,so,bitches,would,buy,NWTS.lmao.,Nobody,even,remembers,that,album,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Hermosa_Jayy:,Can,I,bring,anotha,bitch,or,nah,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,wanna,cut,my,hair,but,I'm,too,busy,being,a,bitch,about,it.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@jcash___:,@VoiceOfDStreetz,noll,nigga,I'm,Talm,bout,Tt,and,juice,@FreeMolly_,me,too!,Ion,hoe,Em,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
kicking,this,bitch,to,the,curb,bruh.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
GOAT,RT,@DBlockDeuce_215,Nitty,had,bitches,rubbin,his,beard,and,stomach,at,the,same,time,in,Jollies..,LEGENDARY,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Buckm00se:,if,i,dont,get,drafted,for,the,squad,we,gonna,have,some,problems,drop,the,faggot,jesus,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
<pad>,I,hate,ya,bitch,ass,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
That,dude,RENT,ain't,no,punk-bitch,either.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@uhhdrugs,bitch.,Again?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@immSpeed,whatchu,gon,do,bout,it,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@KyleKallgren:,You,can't,please,everyone.,And,you,shouldn't.,Nothing,good,comes,from,having,people,who,say,"""faggot""",as,an,insult,on,your,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""Will",shank,a,bitch,for,"ceviche""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@chillRoppy:,@bvdgxl:,@TRILL_A_G:,When,bitches,say,"""darkskin",niggas,fuck,the,"best""",this,all,I,see...,http://t.co/2Z2jlzYJUM,wo,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You're,a,bitch,dawg.,A,straight,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@cb_marie:,Fuck,them,texts!,it's,a,movement.,Lmaooo,@koleworld4:,courts,texting,rubbed,off,on,me,she,used,to,be,bitch,bout,it,tho,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@TaeCocky:,I,have,0,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@passIt2Liv,Hit,a,bitch,it's,not,like,you,can,see,the,bruises,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Chubbylumpkins_:,I,think,this,Steubenville,rape,trial,is,some,bullshit.,That,rollen,bitch,wanted,the,dick,lls,and,got,mad,when,she,w,.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
#KanyeShrug,lol,@ShainaRakia:,Thots,be,like,RT,@SMCo71:,@ShainaRakia,only,great,thing,these,bitches,can,offer,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
